AlumBand,TransFreq,Date,Fate,Lat1,Long1,Bear1,Lat2,Long2,Bear2,Lat3,Long3,Bear3,Notes,Recovered,Downloaded,
387,149.421,2/8/2019,L,44.92924,-68.69517,280,,,,,,,,,,
387,149.421,2/11/2019,L,44.92924,-68.69517,280,,,,,,,,,,
387,149.421,2/14/2019,L,44.92924,-68.69517,280,,,,,,,,,Y,
387,149.421,2/18/2019,L,44.92924,-68.69525,250,,,,,,,,,,
387,149.421,2/25/2019,L,44.92924,-68.69514,180,,,,,,,,,,
387,149.421,3/5/2019,L,44.92375,-68.68413,270,,,,,,,,,,
387,149.421,3/11/2019,L,44.92417,-68.68404,290,,,,,,,,,,
387,149.421,3/18/2019,L,44.92344,-68.69469,310,,,,,,,,,Y,
387,149.421,4/1/2019,L,44.92896,-68.69734,270,,,,,,,,,,
387,149.421,4/2/2019,L,44.92324,-68.69489,292,,,,,,,,,,
387,149.421,4/4/2019,D,44.92503,-68.70284,,,,,,,,Mort recovery. No remnants. Straps seem tight. Found near highway.,Y,,
388,149.211,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
388,149.211,1/25/2019,L,44.92924,-68.69517,300,,,,,,,,,,
388,149.211,1/28/2019,L,44.92925,-68.69521,300,,,,,,,Far,,,
388,149.211,1/30/2019,L,44.92923,-68.69515,285,,,,,,,,,,
388,149.211,2/1/2019,D,44.93235,-68.70397,,,,,,,,Mortality point - collected/retrieved. Frozen in ice.,Y,,
388,149.211,2/1/2019,,44.92925,-68.69524,291,,,,,,,Mortality. Found frozen in ice on 2/2/19. Likely predation.,,,
389,149.364,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
389,149.364,1/25/2019,L,44.92924,-68.69517,110,,,,,,,,,,
389,149.364,1/28/2019,L,44.92925,-68.69521,120,,,,,,,,,,
389,149.364,1/30/2019,L,44.92923,-68.69515,110,,,,,,,,,,
389,149.364,2/1/2019,L,44.92925,-68.69524,143,,,,,,,,,,
389,149.364,2/4/2019,L,44.92924,-68.69517,140,,,,,,,,,,
389,149.364,2/6/2019,L,44.92924,-68.69518,106,,,,,,,,,,
389,149.364,2/8/2019,L,44.92924,-68.69517,140,,,,,,,,,,
389,149.364,2/11/2019,L,44.92361,-68.68405,108,,,,,,,,,,
389,149.364,2/18/2019,L,44.92924,-68.69525,120,,,,,,,,,,
389,149.364,2/25/2019,L,44.92320,-68.68424,90,,,,,,,,,,
389,149.364,3/5/2019,D,44.92347,-68.68122,,,,,,,,,Y,,
390,149.763,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
390,149.763,1/25/2019,L,44.92924,-68.69517,110,,,,,,,,,,
390,149.763,1/28/2019,L,44.92925,-68.69521,120,,,,,,,,,,
390,149.763,1/30/2019,L,44.92923,-68.69515,110,,,,,,,,,,
390,149.763,2/1/2019,L,44.92925,-68.69524,173,,,,,,,,,,
390,149.763,2/4/2019,L,44.92924,-68.69517,140,,,,,,,,,,
390,149.763,2/6/2019,L,44.92924,-68.69518,159,,,,,,,,,,
390,149.763,2/8/2019,L,44.92924,-68.69517,140,,,,,,,,,,
390,149.763,2/11/2019,L,44.92924,-68.69517,140,,,,,,,,,,
390,149.763,2/18/2019,D,44.92516,-68.68243,,,,,,,,,Y,,
390,149.763,2/25/2019,,44.92320,-68.68424,90,,,,,,,"Recorded as alive, removed fate for band recovery. ",,,
391,149.594,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
391,149.594,1/25/2019,D,44.93291,-68.70098,,,,,,,,,Y,,
391,149.594,1/25/2019,,44.92924,-68.69517,110,,,,,,,,,,
392,149.703,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
392,149.703,1/25/2019,L,44.92924,-68.69517,300,,,,,,,,,,
392,149.703,1/28/2019,L,44.92925,-68.69521,300,,,,,,,,,,
392,149.703,1/30/2019,L,44.92923,-68.69515,285,,,,,,,,,,
392,149.703,2/1/2019,L,44.92925,-68.69524,321,,,,,,,,,,
392,149.703,2/4/2019,L,44.92924,-68.69517,280,,,,,,,,,,
392,149.703,2/6/2019,L,44.92924,-68.69518,308,,,,,,,,,,
392,149.703,2/8/2019,L,44.92924,-68.69517,280,,,,,,,,,,
392,149.704,2/11/2019,L,44.92924,-68.69517,280,,,,,,,,,,
392,149.704,2/18/2019,L,44.92924,-68.69525,250,,,,,,,,,,
392,149.704,2/25/2019,L,44.92924,-68.69514,180,,,,,,,,,,
392,149.704,3/5/2019,L,44.92375,-68.68413,90,,,,,,,,,,
392,149.704,3/11/2019,L,44.92417,-68.68404,290,,,,,,,,,,
392,149.704,3/18/2019,L,44.92344,-68.69469,350,,,,,,,,,,
392,149.704,4/2/2019,L,44.92324,-68.69489,114,,,,,,,,,,
392,149.704,4/8/2019,L,44.92392,-68.69493,308,,,,,,,,,,
392,149.704,4/15/2019,L,44.92714,-68.68480,305,,,,,,,,,,
392,149.704,4/25/2019,L,44.96883,-68.72231,249,,,,,,,"Closest point achievable (about 200m), begin nest monitoring",,,
392,149.703,4/25/2019,L,44.96336,-68.70875,275,,,,,,,"Very faint, will find closer point",,,
392,149.704,4/29/2019,L,44.96898,-68.72257,333,,,,,,,,,,
392,149.703,5/10/2019,L,44.96879,-68.72227,352,,,,,,,"Unable to find landowner for ATV trail access, may be able to get permission for entry from landfill.",,,
392,149.703,5/14/2019,L,44.97044,-68.72199,284,44.97002,-68.72206,316,44.96988,-68.72211,343,,,,
392,149.703,5/16/2019,L,44.96877,-68.72211,10,,,,,,,,,,
392,149.704,5/17/2019,L,44.96874,-68.72210,2,,,,,,,,,,
392,149.704,5/20/2019,L,44.96873,-68.72211,14,,,,,,,,,,
392,149.704,5/22/2019,L,44.96875,-68.72209,22,,,,,,,,,,
392,149.704,5/24/2019,L,44.96870,-68.72211,354,,,,,,,,,,
392,149.704,5/28/2019,L,44.96873,-68.72210,16,,,,,,,,,,
392,149.702,5/30/2019,L,44.96870,-68.72212,16,,,,,,,,,,
392,149.702,6/3/2019,L,44.96868,-68.72210,8,,,,,,,,,,
392,149.702,6/5/2019,L,44.96870,-68.72208,12,,,,,,,,,,
392,149.702,6/7/2019,L,44.96870,-68.72208,12,,,,,,,,,,
392,149.702,6/10/2019,L,44.96871,-68.72212,2,,,,,,,,,,
392,149.702,6/12/2019,L,44.96871,-68.72212,2,,,,,,,,,,
392,149.702,6/14/2019,L,44.96871,-68.72212,2,,,,,,,,,,
392,149.702,6/17/2019,L,44.96878,-68.72214,80,,,,,,,,,,
392,149.702,6/19/2019,L,44.96871,-68.72212,2,,,,,,,,,,
392,149.702,6/21/2019,L,44.96873,-68.72214,112,,,,,,,,,,
392,149.702,7/11/2019,L,44.94154,-68.70751,300,,,,,,,,,,
392,149.702,7/16/2019,L,44.92898,-68.69740,232,,,,,,,,,,
392,149.702,7/18/2019,L,44.92901,-68.69722,218,,,,,,,,,,
392,149.702,7/23/2019,L,44.92890,-68.69734,228,,,,,,,,,,
392,149.702,7/25/2019,L,44.92900,-68.69722,244,,,,,,,,,,
392,149.702,8/1/2019,L,44.92920,-68.69450,76,,,,,,,,,,
392,149.702,8/6/2019,L,44.92924,-68.69524,263,,,,,,,,,,
392,149.702,8/14/2019,L,44.92925,-68.69521,324,,,,,,,,,,
392,149.702,8/20/2019,D,44.92905,-68.69720,,,,,,,,,N,,
392,149.702,9/16/2019,,44.93136,-68.70344,,,,,,,,,Y,,
393,149.246,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
393,149.246,1/25/2019,L,44.92924,-68.69517,300,,,,,,,,,,
393,149.246,1/28/2019,L,44.92925,-68.69521,300,,,,,,,,,,
393,149.246,1/30/2019,L,44.92923,-68.69515,110,,,,,,,,,,
393,149.246,2/1/2019,L,44.92925,-68.69524,307,,,,,,,,,,
393,149.246,2/4/2019,L,44.92924,-68.69517,280,,,,,,,,,Y,
393,149.246,2/6/2019,L,44.92924,-68.69518,371,,,,,,,,,,
393,149.246,2/8/2019,L,44.92924,-68.69517,280,,,,,,,,,,
393,149.246,2/11/2019,L,44.92924,-68.69517,280,,,,,,,,,,
393,149.246,2/14/2019,L,44.92924,-68.69517,280,,,,,,,,,Y,
393,149.246,2/18/2019,L,44.92924,-68.69525,250,,,,,,,,,,
393,149.246,2/25/2019,L,44.92924,-68.69514,180,,,,,,,,,,
393,149.246,3/5/2019,L,44.92375,-68.68413,270,,,,,,,,,,
393,149.246,3/11/2019,L,44.92417,-68.68404,290,,,,,,,,,,
393,149.246,3/18/2019,L,44.92344,-68.69469,350,,,,,,,,,Y,
393,149.246,4/1/2019,L,44.92896,-68.69734,270,,,,,,,,,,
393,149.246,4/2/2019,L,44.92324,-68.69489,320,,,,,,,,,,
393,149.246,4/8/2019,L,44.92385,-68.68401,61,,,,,,,,,,
393,149.246,4/15/2019,L,44.92340,-68.69427,348,,,,,,,,,Y,
393,149.246,4/15/2019,L,44.92714,-68.68480,305,,,,,,,,,,
393,149.244,11/20/2019,L,45.09314,-68.85966,,,,,,,,,,Y,
393,149.244,12/11/2019,L,45.09138,-68.87080,,,,,,,,,,,
394,149.623,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
394,149.623,1/25/2019,L,44.92924,-68.69517,110,,,,,,,,,,
394,149.623,1/28/2019,L,44.92925,-68.69521,120,,,,,,,,,,
394,149.623,1/30/2019,L,44.92923,-68.69515,110,,,,,,,,,,
394,149.623,2/1/2019,L,44.92925,-68.69524,113,,,,,,,,,,
394,149.623,2/4/2019,L,44.92924,-68.69517,140,,,,,,,,,,
394,149.623,2/6/2019,L,44.92924,-68.69518,152,,,,,,,,,,
394,149.623,2/8/2019,L,44.92924,-68.69517,140,,,,,,,,,,
394,149.624,2/11/2019,L,44.92924,-68.69517,140,,,,,,,,,,
394,149.624,2/18/2019,L,44.92924,-68.69525,120,,,,,,,,,,
394,149.624,2/25/2019,L,44.92320,-68.68424,90,,,,,,,,,,
394,149.624,3/5/2019,L,44.92375,-68.68413,90,,,,,,,,,,
394,149.624,3/11/2019,L,44.92417,-68.68404,290,,,,,,,,,,
394,149.624,3/18/2019,L,44.91775,-68.68473,10,,,,,,,,,,
394,149.624,4/4/2019,L,44.92554,-68.68428,113,,,,,,,,,,
394,149.624,4/8/2019,L,44.91779,-68.69754,77,,,,,,,,,,
394,149.623,4/15/2019,L,44.92714,-68.68480,101,,,,,,,,,,
394,149.623,4/25/2019,L,44.96304,-68.71151,323,,,,,,,"Very close, within 100m, begin nest monitoring",,,
394,149.623,4/25/2019,L,,,254,,,,,,,"Close, just across highway?",,,
394,149.624,4/29/2019,L,44.92468,-68.68397,277,,,,,,,Closest pt achievable,,,
394,149.624,5/3/2019,L,44.96870,-68.72229,272,,,,,,,Across road from previous point,,,
394,149.622,5/7/2019,L,44.92335,-68.70805,20,,,,,,,,,,
394,149.622,5/7/2019,L,44.92859,-68.69404,274,,,,,,,Farther than prev pt,,,
394,149.624,5/10/2019,L,44.92482,-68.71003,86,,,,,,,,,,
394,149.624,5/10/2019,L,44.92480,-68.69910,39,,,,,,,Seen running through yard at end of Young's ln,,,
394,149.624,5/14/2019,L,44.92897,-68.69738,302,,,,,,,,,,
394,149.624,5/16/2019,L,44.92899,-68.69738,204,,,,,,,,,,
394,149.623,5/17/2019,L,44.92893,-68.69735,220,,,,,,,Visual-in a flock near the highway,,,
394,149.623,5/20/2019,L,44.92449,-68.70956,60,,,,,,,,,,
394,149.623,5/22/2019,L,44.92893,-68.69738,262,,,,,,,,,,
394,149.623,5/24/2019,L,44.92896,-68.69731,234,,,,,,,,,,
394,149.623,5/28/2019,D,44.92810,-68.70451,,,,,,,,,Y,,
395,149.182,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
395,149.182,1/25/2019,L,44.92924,-68.69517,110,,,,,,,,,,
395,149.182,1/28/2019,L,44.92925,-68.69521,120,,,,,,,,,,
395,149.183,1/30/2019,L,44.92923,-68.69515,110,,,,,,,,,,
395,149.183,2/1/2019,L,44.92925,-68.69524,159,,,,,,,,,,
395,149.183,2/4/2019,L,44.92924,-68.69517,140,,,,,,,,,,
395,149.183,2/6/2019,L,44.92924,-68.69518,145,,,,,,,,,,
395,149.183,2/8/2019,L,44.92924,-68.69517,140,,,,,,,,,,
395,149.183,2/11/2019,L,44.92924,-68.69517,280,,,,,,,,,,
395,149.183,2/18/2019,L,44.92924,-68.69525,120,,,,,,,,,,
395,149.183,2/25/2019,L,44.92320,-68.68424,90,,,,,,,,,,
395,149.183,3/5/2019,L,44.92375,-68.68413,90,,,,,,,,,,
395,149.183,3/11/2019,L,44.92417,-68.68404,110,,,,,,,,,,
395,149.183,3/18/2019,L,44.91775,-68.68473,10,,,,,,,,,,
395,149.183,4/25/2019,L,44.98503,-68.77876,85,,,,,,,"Closest point achievable currently, begin nest monitoring",,,
395,149.183,4/25/2019,L,44.97507,-68.77094,22,,,,,,,"Found after missing for ~1 month, far, will find closer point",,,
395,149.183,4/29/2019,L,44.98713,-68.77054,5,,,,,,,Very close,,,
395,149.183,5/3/2019,L,44.98835,-68.76076,13,,,,,,,,,,
395,149.183,5/7/2019,L,44.98780,-68.76504,338,,,,,,,"Nesting, flushed, nest checked",,,
395,149.182,5/10/2019,L,44.98789,-68.76577,13,,,,,,,Returned to nest,,,
395,149.182,5/14/2019,L,44.98792,-68.76521,14,,,,,,,,,,
395,149.182,5/16/2019,L,44.98795,-68.76518,4,,,,,,,,,,
395,149.183,5/17/2019,L,44.98795,-68.76523,360,,,,,,,,,,
395,149.183,5/20/2019,L,44.98795,-68.76514,354,,,,,,,,,,
395,149.183,5/22/2019,L,44.98795,-68.76517,358,,,,,,,,,,
395,149.183,5/24/2019,L,44.98796,-68.76516,10,,,,,,,,,,
395,149.183,5/28/2019,L,44.98795,-68.76514,9,,,,,,,,,,
395,149.181,5/30/2019,L,44.98800,-68.76517,12,,,,,,,,,,
395,149.181,5/31/2019,L,44.98800,-68.76517,2,,,,,,,,,,
395,149.181,6/3/2019,L,44.98789,-68.76517,10,,,,,,,,,,
395,149.181,6/5/2019,L,44.98796,-68.76519,6,,,,,,,,,,
395,149.181,6/7/2019,L,44.98790,-68.76573,6,,,,,,,,,,
395,149.181,6/10/2019,L,44.98793,-68.76515,14,,,,,,,,,,
395,149.181,6/12/2019,L,44.98793,-68.76515,14,,,,,,,,,,
395,149.181,6/14/2019,L,44.98793,-68.76515,222,,,,,,,Nest hatched,,,
395,149.181,6/17/2019,L,44.98796,-68.76519,210,,,,,,,Observed,,,
395,149.181,6/19/2019,L,44.98795,-68.76519,184,,,,,,,,,,
395,149.181,6/21/2019,L,44.98800,-68.76520,184,,,,,,,,,,
395,149.181,6/24/2019,L,44.98796,-68.76519,202,,,,,,,,,,
395,149.181,6/26/2019,L,44.98795,-68.76520,228,,,,,,,,,,
395,149.181,7/1/2019,L,44.98796,-68.76514,228,,,,,,,,,,
395,149.181,7/5/2019,L,44.98795,-68.76514,186,,,,,,,,,,
395,149.181,7/9/2019,L,44.98797,-68.76517,132,,,,,,,,,,
395,149.181,7/11/2019,L,44.98800,-68.76515,160,,,,,,,,,,
395,149.181,7/16/2019,L,44.98796,-68.76522,110,,,,,,,,,,
395,149.181,7/18/2019,L,44.98800,-68.76517,150,,,,,,,,,,
395,149.181,7/23/2019,L,44.98798,-68.76522,150,,,,,,,,,,
395,149.181,7/25/2019,L,44.98800,-68.76517,196,,,,,,,,,,
395,149.181,8/6/2019,L,44.92924,-68.69524,263,,,,,,,,,,
395,149.181,8/14/2019,D,44.92925,-68.69521,232,,,,,,,,,,
395,149.181,8/20/2019,,44.92905,-68.69720,,,,,,,,"dead, removed fate for band recovery",,,
395,149.181,3/25/2020,,44.92689,-68.70534,,,,,,,,"dead, removed fate for band recovery, recovered under snow; no sign but VERY old mort",Y,,
396,149.324,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
396,149.324,1/25/2019,L,44.92924,-68.69517,110,,,,,,,,,,
396,149.324,1/28/2019,L,44.92925,-68.69521,120,,,,,,,,,,
396,149.325,1/30/2019,L,44.92923,-68.69515,110,,,,,,,,,,
396,149.325,2/1/2019,L,44.92925,-68.69524,129,,,,,,,,,,
396,149.325,2/4/2019,L,44.92924,-68.69517,140,,,,,,,,,,
396,149.325,2/6/2019,L,44.92924,-68.69518,118,,,,,,,,,,
396,149.325,2/8/2019,L,44.92924,-68.69517,140,,,,,,,,,,
396,149.325,2/11/2019,L,44.92924,-68.69517,140,,,,,,,,,,
396,149.325,2/18/2019,L,44.92924,-68.69525,250,,,,,,,,,,
396,149.325,2/25/2019,L,44.92320,-68.68424,90,,,,,,,,,,
396,149.325,3/5/2019,L,44.92375,-68.68413,90,,,,,,,,,,
396,149.325,3/11/2019,L,44.92417,-68.68404,110,,,,,,,,,,
396,149.325,3/18/2019,L,44.91775,-68.68473,10,,,,,,,,,,
396,149.325,4/2/2019,L,44.90644,-68.68843,260,,,,,,,,,,
396,149.325,4/8/2019,L,44.92385,-68.68401,112,,,,,,,,,,
396,149.325,4/15/2019,L,44.91776,-68.69749,158,,,,,,,,,,
396,149.324,4/24/2019,L,44.91768,-68.69701,89,,,,,,,"Far, will try to get closer",,,
396,149.324,4/24/2019,L,44.91631,-68.69160,66,,,,,,,"Much closer, likely on college avenue",,,
396,149.324,4/24/2019,L,44.92093,-68.68474,244,,,,,,,"About 100m away, begin nest monitoring",,,
396,149.324,4/25/2019,L,44.91738,-68.66496,209,,,,,,,,,,
396,149.325,4/29/2019,L,44.92468,-68.68397,155,,,,,,,Very close,,,
396,149.325,5/3/2019,L,44.92002,-68.68468,45,,,,,,,Very close to road,,,
396,149.324,5/7/2019,L,44.92335,-68.70805,102,,,,,,,"Farish, will find closer pt",,,
396,149.324,5/10/2019,L,45.91960,-68.68481,236,,,,,,,"Couldn't catch up with bird; constantly moving, doesn't seem to be nesting yet but has been in this area for some time",,,
396,149.324,5/14/2019,L,44.91960,-68.68495,304,,,,,,,,,,
396,149.324,5/16/2019,L,44.91957,-68.68497,210,,,,,,,,,,
396,149.324,5/17/2019,L,44.92312,-68.68443,328,,,,,,,,,,
396,149.324,5/20/2019,L,44.92332,-68.68479,196,44.92328,-68.68472,354,44.92327,-68.6847,94,,,,
396,149.324,5/22/2019,L,44.92274,-68.68779,360,,,,,,,,,,
396,149.324,5/24/2019,L,44.92274,-68.68779,342,,,,,,,,,,
396,149.324,5/28/2019,L,44.92274,-68.68779,342,,,,,,,,,,
396,149.324,5/30/2019,L,44.92274,-68.68779,4,,,,,,,,,,
396,149.324,6/3/2019,L,44.92316,-68.68804,262,,,,,,,,,,
396,149.324,6/5/2019,L,44.92316,-68.68804,262,,,,,,,,,,
396,149.324,6/7/2019,L,44.92316,-68.68804,262,,,,,,,,,,
396,149.324,6/10/2019,L,44.92316,-68.68804,262,,,,,,,,,,
396,149.324,6/12/2019,L,44.92316,-68.68804,262,,,,,,,,,,
396,149.324,6/14/2019,L,44.92316,-68.68804,262,,,,,,,,,,
396,149.322,6/17/2019,L,44.92316,-68.68804,262,,,,,,,,,,
396,149.322,6/20/2019,L,44.92318,-68.68436,344,,,,,,,,,,
396,149.322,6/21/2019,L,44.92896,-68.69737,120,,,,,,,,,,
396,149.322,6/24/2019,L,44.92898,-68.69737,300,,,,,,,,,,
396,149.322,6/26/2019,L,44.92897,-68.69737,266,,,,,,,,,,
396,149.322,7/1/2019,L,44.92898,-68.69731,294,,,,,,,,,,
396,149.322,7/5/2019,L,44.92897,-68.69737,278,,,,,,,,,,
396,149.322,7/9/2019,L,44.92902,-68.69731,222,,,,,,,,,,
396,149.322,7/11/2019,L,44.92900,-68.69732,260,,,,,,,,,,
396,149.322,7/16/2019,L,44.92898,-68.69740,232,,,,,,,,,,
396,149.322,7/18/2019,L,44.92901,-68.69722,218,,,,,,,,,,
396,149.322,7/23/2019,L,44.92890,-68.69734,228,,,,,,,,,,
396,149.322,7/25/2019,L,44.92900,-68.69722,244,,,,,,,,,,
396,149.322,8/1/2019,L,44.92920,-68.69450,360,,,,,,,,,,
396,149.322,8/6/2019,L,44.92924,-68.69524,263,,,,,,,,,,
396,149.323,8/14/2019,L,44.92925,-68.69521,223,,,,,,,,,,
396,149.322,8/20/2019,L,44.92905,-68.69720,222,,,,,,,,,,
396,149.322,8/26/2019,L,44.92904,-68.69700,180,,,,,,,,,,
396,149.322,9/6/2019,L,44.92897,-68.69717,230,,,,,,,,,,
396,149.322,9/13/2019,L,44.92923,-68.69518,320,,,,,,,,,,
396,149.322,9/23/2019,L,44.92898,-68.69726,220,,,,,,,,,,
396,149.322,10/7/2019,L,44.92898,-68.69724,52,,,,,,,,,,
396,149.322,10/24/2019,L,44.92926,-68.69518,,,,,,,,,,,
396,149.322,11/8/2019,L,44.92927,-68.69522,298,,,,,,,,,,
396,149.322,11/20/2019,L,44.92897,-68.69740,40,,,,,,,,,,
396,149.322,12/11/2019,L,44.93778,-68.69691,270,,,,,,,,,,
396,149.322,12/24/2019,L,44.92922,-68.69521,289,,,,,,,,,,
396,149.322,1/2/2020,L,44.92912,-68.69480,347,,,,,,,,,,
396,149.323,1/8/2020,L,44.92128,-68.69376,,,,,,,,,,,
396,149.323,1/14/2020,L,44.92198,-68.69388,,,,,,,,,,,
396,149.323,1/20/2020,L,44.92246,-68.69367,85,,,,,,,,,,
396,149.323,2/8/2020,L,44.93657,-68.69625,220,,,,,,,,,,
396,149.323,2/17/2020,L,44.92162,-68.69358,235,,,,,,,,,,
396,149.323,2/25/2020,L,44.92889,-68.69514,260,,,,,,,,,,
396,149.323,3/5/2020,L,44.92929,-68.69482,,,,,,,,,,,
396,149.323,3/13/2020,L,44.92555,-68.69398,85,,,,,,,,,,
396,149.323,3/18/2020,L,44.93069,-68.69451,,,,,,,,,,,
396,149.323,3/25/2020,L,44.93060,-68.69480,75,,,,,,,,,,
396,149.323,3/30/2020,L,44.93250,-68.68660,,,,,,,,,,,
396,149.323,4/7/2020,L,44.89910,-68.69540,311,,,,,,,,,,
396,149.323,4/15/2020,L,44.90078,-68.69352,312,,,,,,,,,,
396,149.323,4/17/2020,L,44.90078,-68.69352,287,,,,,,,,,,
396,149.323,4/20/2020,L,44.90267,-68.69847,141,,,,,,,"Circled, held tight, confirm nest on next check",,,
396,149.323,4/23/2020,L,44.90268,-68.69804,304,,,,,,,Same location as 4/17!,,,
396,149.323,4/28/2020,L,44.90291,-68.69870,191,44.90268,-68.69878,92,,,,"Very tight circle, nesting",,,
396,149.323,5/2/2020,L,44.90266,-68.69844,,,,,,,,"Flushed off 14 eggs, returned >3hrs later",,,
396,149.323,5/4/2020,L,44.90261,-68.69786,275,,,,,,,Still on nest,,,
396,149.323,5/11/2020,L,44.90256,-68.69776,,,,,,,,Still on nest,,,
396,149.323,5/15/2020,L,44.90256,-68.69776,,,,,,,,Still on nest,,,
396,149.323,5/18/2020,L,44.90256,-68.69776,,,,,,,,Still on nest or in close vacinity,,,
396,149.323,5/20/2020,L,44.90256,-68.69776,,,,,,,,Still on nest,,,
396,149.323,5/23/2020,L,44.90256,-68.69776,,,,,,,,PHD for hen but still on nest,,,
396,149.323,5/26/2020,L,44.90198,-68.69939,298,,,,,,,"Successful hatch of 7/14 eggs momma on the move, possible that hatch was 5/25",,,
396,149.323,6/1/2020,L,44.89686,-68.69762,3,,,,,,,,,,
396,149.323,6/8/2020,L,44.899735,-68.714841,41,,,,,,,"faint signal, deep in forest behind Havasu Pines",,,
397,149.171,1/22/2019,L,44.92924,-68.69517,288,,,,,,,,,,
397,149.171,1/25/2019,L,44.92924,-68.69517,110,,,,,,,,,,
397,149.171,1/28/2019,L,44.92925,-68.69521,230,,,,,,,,,,
397,149.171,1/30/2019,L,44.92923,-68.69515,170,,,,,,,,,,
397,149.171,2/1/2019,L,44.92925,-68.69524,249,,,,,,,,,,
397,149.171,2/4/2019,L,44.92924,-68.69517,280,,,,,,,,,,
397,149.171,2/6/2019,L,44.92924,-68.69518,262,,,,,,,,,,
397,149.171,2/8/2019,L,44.92924,-68.69517,280,,,,,,,,,,
397,149.171,2/11/2019,L,44.92924,-68.69517,280,,,,,,,,,,
397,149.171,2/18/2019,L,44.92924,-68.69525,120,,,,,,,,,,
397,149.171,2/25/2019,L,44.92924,-68.69514,180,,,,,,,,,,
397,149.171,3/5/2019,L,44.92375,-68.68413,90,,,,,,,,,,
397,149.171,3/11/2019,L,44.92417,-68.68404,290,,,,,,,,,,
397,149.171,3/18/2019,L,44.92344,-68.69469,350,,,,,,,,,,
397,149.171,4/2/2019,L,44.92324,-68.69489,306,,,,,,,,,,
397,149.171,4/8/2019,L,44.92392,-68.69493,9,,,,,,,,,,
397,149.171,4/15/2019,L,44.92714,-68.68480,283,,,,,,,,,,
397,149.171,4/25/2019,L,,,292,,,,,,,"Far-ish, will find closer piont",,,
397,149.171,4/29/2019,L,44.92468,-68.68397,291,,,,,,,Closest pt achievable,,,
397,149.171,5/3/2019,L,44.92139,-68.70535,18,,,,,,,,,,
397,149.171,5/7/2019,L,44.96881,-68.72205,358,,,,,,,Suspected nesting,,,
397,149.171,5/7/2019,L,44.92335,-68.70805,359,,,,,,,"Farish, will find closer pt",,,
397,149.171,5/7/2019,L,44.92859,-68.69404,274,,,,,,,,,,
397,149.171,5/10/2019,L,44.92480,-68.69910,287,,,,,,,Triangulated to being near highway. Struggled to find good signal but best signal was on I95 north; Roger's Farm woods? ,,,
397,149.171,5/14/2019,L,44.92897,-68.69738,302,,,,,,,,,,
397,149.171,5/16/2019,L,44.92454,-68.70966,62,,,,,,,,,,
397,149.171,5/17/2019,L,44.92893,-68.69735,244,,,,,,,Visual-in a flock near the highway,,,
397,149.171,5/20/2019,L,44.92898,-68.69739,262,,,,,,,,,,
397,149.171,5/22/2019,L,44.92893,-68.69738,290,,,,,,,,,,
397,149.171,5/24/2019,L,44.92896,-68.69731,280,,,,,,,,,,
397,149.171,5/28/2019,L,44.92900,-68.69740,310,,,,,,,,,,
397,149.171,5/30/2019,L,44.92895,-68.69733,308,,,,,,,,,,
397,149.169,6/4/2019,L,44.91790,-68.69804,264,,,,,,,,,,
397,149.169,6/5/2019,L,44.91790,-68.69804,354,,,,,,,,,,
397,149.169,6/10/2019,L,44.92898,-68.69734,282,,,,,,,,,,
397,149.169,6/12/2019,L,44.92766,-68.70424,270,,,,,,,,,,
397,149.169,6/14/2019,L,44.92945,-68.70036,232,,,,,,,Observed flock,,,
397,149.169,6/17/2019,L,44.42945,-68.70036,294,,,,,,,,,,
397,149.169,6/19/2019,L,44.92899,-68.69736,242,,,,,,,,,,
397,149.169,6/21/2019,L,44.92896,-68.69737,322,,,,,,,,,,
397,149.169,6/24/2019,L,44.92898,-68.69737,310,,,,,,,,,,
397,149.169,6/26/2019,L,44.92897,-68.69737,266,,,,,,,,,,
397,149.169,7/1/2019,L,44.92898,-68.69731,254,,,,,,,,,,
397,149.169,7/5/2019,L,44.92897,-68.69737,278,,,,,,,,,,
397,149.169,7/9/2019,L,44.92902,-68.69731,254,,,,,,,,,,
397,149.169,7/11/2019,L,44.92900,-68.69732,260,,,,,,,,,,
397,149.169,7/16/2019,L,44.92898,-68.69740,232,,,,,,,,,,
397,149.169,7/18/2019,L,44.92901,-68.69722,166,,,,,,,,,,
397,149.169,7/23/2019,L,44.92890,-68.69734,228,,,,,,,,,,
397,149.169,7/25/2019,L,44.92900,-68.69722,244,,,,,,,,,,
397,149.161,8/1/2019,L,44.92920,-68.69450,360,,,,,,,,,,
397,149.169,8/6/2019,L,44.92380,-68.70860,62,,,,,,,,,,
397,149.169,8/14/2019,L,44.92925,-68.69521,324,,,,,,,,,,
397,149.169,8/20/2019,L,44.92905,-68.69720,222,,,,,,,,N,,
397,149.169,8/26/2019,L,44.92904,-68.69700,180,,,,,,,,,,
